,city,year,population
3105,Barkh Butan,1975,0
3106,Barkh Butan,1976,0
3107,Barkh Butan,1977,0
3108,Barkh Butan,1978,0
3109,Barkh Butan,1979,0
3110,Barkh Butan,1980,0
3111,Barkh Butan,1981,0
3112,Barkh Butan,1982,0
3113,Barkh Butan,1983,0
3114,Barkh Butan,1984,0
3115,Barkh Butan,1985,0
3116,Barkh Butan,1986,0
3117,Barkh Butan,1987,0
3118,Barkh Butan,1988,0
3119,Barkh Butan,1989,0
3120,Barkh Butan,1990,0
3121,Barkh Butan,1991,0
3122,Barkh Butan,1992,0
3123,Barkh Butan,1993,0
3124,Barkh Butan,1994,0
3125,Barkh Butan,1995,0
3126,Barkh Butan,1996,0
3127,Barkh Butan,1997,0
3128,Barkh Butan,1998,0
3129,Barkh Butan,1999,0
3130,Barkh Butan,2000,0
3131,Barkh Butan,2001,0
3132,Barkh Butan,2002,0
3133,Barkh Butan,2003,0
3134,Barkh Butan,2004,0
3135,Barkh Butan,2005,0
3136,Barkh Butan,2006,0
3137,Barkh Butan,2007,0
3138,Barkh Butan,2008,0
3139,Barkh Butan,2009,0
3140,Barkh Butan,2010,0
3141,Barkh Butan,2011,0
3142,Barkh Butan,2012,0
3143,Barkh Butan,2013,0
3144,Barkh Butan,2014,0
3145,Barkh Butan,2015,0
3146,Barkh Butan,2016,0
3147,Barkh Butan,2017,0
3148,Barkh Butan,2018,0
3149,Barkh Butan,2019,0
3150,Beni Slimane,1970,0
3151,Beni Slimane,1971,0
3152,Beni Slimane,1972,0
3153,Beni Slimane,1973,0
3154,Beni Slimane,1974,0
3155,Beni Slimane,1975,0
3156,Beni Slimane,1976,0
3157,Beni Slimane,1977,0
3158,Beni Slimane,1978,0
3159,Beni Slimane,1979,0
3160,Beni Slimane,1980,0
3161,Beni Slimane,1981,0
3162,Beni Slimane,1982,0
3163,Beni Slimane,1983,0
3164,Beni Slimane,1984,0
3165,Beni Slimane,1985,0
3166,Beni Slimane,1986,0
3167,Beni Slimane,1987,0
3168,Beni Slimane,1988,0
3169,Beni Slimane,1989,0
3170,Beni Slimane,1990,0
3171,Beni Slimane,1991,0
3172,Beni Slimane,1992,0
3173,Beni Slimane,1993,0
3174,Beni Slimane,1994,0
3175,Beni Slimane,1995,0
3176,Beni Slimane,1996,0
3177,Beni Slimane,1997,0
3178,Beni Slimane,1998,0
3179,Beni Slimane,1999,0
3180,Beni Slimane,2000,0
3181,Beni Slimane,2001,0
3182,Beni Slimane,2002,0
3183,Beni Slimane,2003,0
3184,Beni Slimane,2004,0
3185,Beni Slimane,2005,0
3186,Beni Slimane,2006,0
3187,Beni Slimane,2007,0
3188,Beni Slimane,2008,0
3189,Beni Slimane,2009,0
3190,Beni Slimane,2010,0
3191,Beni Slimane,2011,0
3192,Beni Slimane,2012,0
3193,Beni Slimane,2013,0
3194,Beni Slimane,2014,0
3195,Beni Slimane,2015,0
3196,Beni Slimane,2016,0
3197,Beni Slimane,2017,0
3198,Beni Slimane,2018,0
3199,Beni Slimane,2019,0
3200,Yeniyazi,1970,0
3201,Yeniyazi,1971,0
3202,Yeniyazi,1972,0
3203,Yeniyazi,1973,0
3204,Yeniyazi,1974,0
3205,Yeniyazi,1975,0
3206,Yeniyazi,1976,0
3207,Yeniyazi,1977,0
3208,Yeniyazi,1978,0
3209,Yeniyazi,1979,0
3210,Yeniyazi,1980,0
3211,Yeniyazi,1981,0
3212,Yeniyazi,1982,0
3213,Yeniyazi,1983,0
3214,Yeniyazi,1984,0
3215,Yeniyazi,1985,0
3216,Yeniyazi,1986,0
3217,Yeniyazi,1987,0
3218,Yeniyazi,1988,0
3219,Yeniyazi,1989,0
3220,Yeniyazi,1990,0
3221,Yeniyazi,1991,0
3222,Yeniyazi,1992,0
3223,Yeniyazi,1993,0
3224,Yeniyazi,1994,0
3225,Yeniyazi,1995,0
3226,Yeniyazi,1996,0
3227,Yeniyazi,1997,0
3228,Yeniyazi,1998,0
3229,Yeniyazi,1999,0
3230,Yeniyazi,2000,0
3231,Yeniyazi,2001,0
3232,Yeniyazi,2002,0
3233,Yeniyazi,2003,0
3234,Yeniyazi,2004,0
3235,Yeniyazi,2005,0
3236,Yeniyazi,2006,0
3237,Yeniyazi,2007,0
3238,Yeniyazi,2008,0
3239,Yeniyazi,2009,0
3240,Yeniyazi,2010,0
3241,Yeniyazi,2011,0
3242,Yeniyazi,2012,0
3243,Yeniyazi,2013,0
3244,Yeniyazi,2014,0
3245,Yeniyazi,2015,0
3246,Yeniyazi,2016,0
3247,Yeniyazi,2017,0
3248,Yeniyazi,2018,0
3249,Yeniyazi,2019,0
3250,San Jose Del Fragua,1970,0
3251,San Jose Del Fragua,1971,0
3252,San Jose Del Fragua,1972,0
3253,San Jose Del Fragua,1973,0
3254,San Jose Del Fragua,1974,0
3255,San Jose Del Fragua,1975,0
3256,San Jose Del Fragua,1976,0
3257,San Jose Del Fragua,1977,0
3258,San Jose Del Fragua,1978,0
3259,San Jose Del Fragua,1979,0
3260,San Jose Del Fragua,1980,0
3261,San Jose Del Fragua,1981,0
3262,San Jose Del Fragua,1982,0
3263,San Jose Del Fragua,1983,0
3264,San Jose Del Fragua,1984,0
3265,San Jose Del Fragua,1985,0
3266,San Jose Del Fragua,1986,0
3267,San Jose Del Fragua,1987,0
3268,San Jose Del Fragua,1988,0
3269,San Jose Del Fragua,1989,0
3270,San Jose Del Fragua,1990,0
3271,San Jose Del Fragua,1991,0
3272,San Jose Del Fragua,1992,0
3273,San Jose Del Fragua,1993,0
3274,San Jose Del Fragua,1994,0
3275,San Jose Del Fragua,1995,0
3276,San Jose Del Fragua,1996,0
3277,San Jose Del Fragua,1997,0
3278,San Jose Del Fragua,1998,0
3279,San Jose Del Fragua,1999,0
3280,San Jose Del Fragua,2000,0
3281,San Jose Del Fragua,2001,0
3282,San Jose Del Fragua,2002,0
3283,San Jose Del Fragua,2003,0
3284,San Jose Del Fragua,2004,0
3285,San Jose Del Fragua,2005,0
3286,San Jose Del Fragua,2006,0
3287,San Jose Del Fragua,2007,0
3288,San Jose Del Fragua,2008,0
3289,San Jose Del Fragua,2009,0
3290,San Jose Del Fragua,2010,0
3291,San Jose Del Fragua,2011,0
3292,San Jose Del Fragua,2012,0
3293,San Jose Del Fragua,2013,0
3294,San Jose Del Fragua,2014,0
3295,San Jose Del Fragua,2015,0
3296,San Jose Del Fragua,2016,0
3297,San Jose Del Fragua,2017,0
3298,San Jose Del Fragua,2018,0
3299,San Jose Del Fragua,2019,0
3300,Ishunga,1970,0
3301,Ishunga,1971,0
3302,Ishunga,1972,0
3303,Ishunga,1973,0
3304,Ishunga,1974,0
3305,Ishunga,1975,0
3306,Ishunga,1976,0
3307,Ishunga,1977,0
3308,Ishunga,1978,0
3309,Ishunga,1979,0
3310,Ishunga,1980,0
3311,Ishunga,1981,0
3312,Ishunga,1982,0
3313,Ishunga,1983,0
3314,Ishunga,1984,0
3315,Ishunga,1985,0
3316,Ishunga,1986,0
3317,Ishunga,1987,0
3318,Ishunga,1988,0
3319,Ishunga,1989,0
3320,Ishunga,1990,0
3321,Ishunga,1991,0
3322,Ishunga,1992,0
3323,Ishunga,1993,0
3324,Ishunga,1994,0
3325,Ishunga,1995,0
3326,Ishunga,1996,0
3327,Ishunga,1997,0
3328,Ishunga,1998,0
3329,Ishunga,1999,0
3330,Ishunga,2000,0
3331,Ishunga,2001,0
3332,Ishunga,2002,0
3333,Ishunga,2003,0
3334,Ishunga,2004,0
3335,Ishunga,2005,0
3336,Ishunga,2006,0
3337,Ishunga,2007,0
3338,Ishunga,2008,0
3339,Ishunga,2009,0
3340,Ishunga,2010,0
3341,Ishunga,2011,0
3342,Ishunga,2012,0
3343,Ishunga,2013,0
3344,Ishunga,2014,0
3345,Ishunga,2015,0
3346,Ishunga,2016,0
3347,Ishunga,2017,0
3348,Ishunga,2018,0
3349,Ishunga,2019,0
3350,Mataas Na Pulo,1970,0
3351,Mataas Na Pulo,1971,0
3352,Mataas Na Pulo,1972,0
3353,Mataas Na Pulo,1973,0
3354,Mataas Na Pulo,1974,0
3355,Mataas Na Pulo,1975,0
3356,Mataas Na Pulo,1976,0
3357,Mataas Na Pulo,1977,0
3358,Mataas Na Pulo,1978,0
3359,Mataas Na Pulo,1979,0
3360,Mataas Na Pulo,1980,0
3361,Mataas Na Pulo,1981,0
3362,Mataas Na Pulo,1982,0
3363,Mataas Na Pulo,1983,0
3364,Mataas Na Pulo,1984,0
3365,Mataas Na Pulo,1985,0
3366,Mataas Na Pulo,1986,0
3367,Mataas Na Pulo,1987,0
3368,Mataas Na Pulo,1988,0
3369,Mataas Na Pulo,1989,0
3370,Mataas Na Pulo,1990,0
3371,Mataas Na Pulo,1991,0
3372,Mataas Na Pulo,1992,0
3373,Mataas Na Pulo,1993,0
3374,Mataas Na Pulo,1994,0
3375,Mataas Na Pulo,1995,0
3376,Mataas Na Pulo,1996,0
3377,Mataas Na Pulo,1997,0
3378,Mataas Na Pulo,1998,0
3379,Mataas Na Pulo,1999,0
3380,Mataas Na Pulo,2000,0
3381,Mataas Na Pulo,2001,0
3382,Mataas Na Pulo,2002,0
3383,Mataas Na Pulo,2003,0
3384,Mataas Na Pulo,2004,0
3385,Mataas Na Pulo,2005,0
3386,Mataas Na Pulo,2006,0
3387,Mataas Na Pulo,2007,0
3388,Mataas Na Pulo,2008,0
3389,Mataas Na Pulo,2009,0
3390,Mataas Na Pulo,2010,0
3391,Mataas Na Pulo,2011,0
3392,Mataas Na Pulo,2012,0
3393,Mataas Na Pulo,2013,0
3394,Mataas Na Pulo,2014,0
3395,Mataas Na Pulo,2015,0
3396,Mataas Na Pulo,2016,0
3397,Mataas Na Pulo,2017,0
3398,Mataas Na Pulo,2018,0
3399,Mataas Na Pulo,2019,0
3400,Parmakan,1970,0
3401,Parmakan,1971,0
3402,Parmakan,1972,0
3403,Parmakan,1973,0
3404,Parmakan,1974,0
3405,Parmakan,1975,0
3406,Parmakan,1976,0
3407,Parmakan,1977,0
3408,Parmakan,1978,0
3409,Parmakan,1979,0
3410,Parmakan,1980,0
3411,Parmakan,1981,0
3412,Parmakan,1982,0
3413,Parmakan,1983,0
3414,Parmakan,1984,0
3415,Parmakan,1985,0
3416,Parmakan,1986,0
3417,Parmakan,1987,0
3418,Parmakan,1988,0
3419,Parmakan,1989,0
3420,Parmakan,1990,0
3421,Parmakan,1991,0
3422,Parmakan,1992,0
3423,Parmakan,1993,0
3424,Parmakan,1994,0
3425,Parmakan,1995,0
3426,Parmakan,1996,0
3427,Parmakan,1997,0
3428,Parmakan,1998,0
3429,Parmakan,1999,0
3430,Parmakan,2000,0
3431,Parmakan,2001,0
3432,Parmakan,2002,0
3433,Parmakan,2003,0
3434,Parmakan,2004,0
3435,Parmakan,2005,0
3436,Parmakan,2006,0
3437,Parmakan,2007,0
3438,Parmakan,2008,0
3439,Parmakan,2009,0
3440,Parmakan,2010,0
3441,Parmakan,2011,0
3442,Parmakan,2012,0
3443,Parmakan,2013,0
3444,Parmakan,2014,0
3445,Parmakan,2015,0
3446,Parmakan,2016,0
3447,Parmakan,2017,0
3448,Parmakan,2018,0
3449,Parmakan,2019,0
3450,Jumpal,1970,0
3451,Jumpal,1971,0
3452,Jumpal,1972,0
3453,Jumpal,1973,0
3454,Jumpal,1974,0
3455,Jumpal,1975,0
3456,Jumpal,1976,0
3457,Jumpal,1977,0
3458,Jumpal,1978,0
3459,Jumpal,1979,0
3460,Jumpal,1980,0
3461,Jumpal,1981,0
3462,Jumpal,1982,0
3463,Jumpal,1983,0
3464,Jumpal,1984,0
3465,Jumpal,1985,0
3466,Jumpal,1986,0
3467,Jumpal,1987,0
3468,Jumpal,1988,0
3469,Jumpal,1989,0
3470,Jumpal,1990,0
3471,Jumpal,1991,0
3472,Jumpal,1992,0
3473,Jumpal,1993,0
3474,Jumpal,1994,0
3475,Jumpal,1995,0
3476,Jumpal,1996,0
3477,Jumpal,1997,0
3478,Jumpal,1998,0
3479,Jumpal,1999,0
3480,Jumpal,2000,0
3481,Jumpal,2001,0
3482,Jumpal,2002,0
3483,Jumpal,2003,0
3484,Jumpal,2004,0
3485,Jumpal,2005,0
3486,Jumpal,2006,0
3487,Jumpal,2007,0
3488,Jumpal,2008,0
3489,Jumpal,2009,0
3490,Jumpal,2010,0
3491,Jumpal,2011,0
3492,Jumpal,2012,0
3493,Jumpal,2013,0
3494,Jumpal,2014,0
3495,Jumpal,2015,0
3496,Jumpal,2016,0
3497,Jumpal,2017,0
3498,Jumpal,2018,0
3499,Jumpal,2019,0
3500,Kabare district,1970,0
3501,Kabare district,1971,0
3502,Kabare district,1972,0
3503,Kabare district,1973,0
3504,Kabare district,1974,0
3505,Kabare district,1975,0
3506,Kabare district,1976,0
3507,Kabare district,1977,0
3508,Kabare district,1978,0
3509,Kabare district,1979,0
3510,Kabare district,1980,0
3511,Kabare district,1981,0
3512,Kabare district,1982,0
3513,Kabare district,1983,0
3514,Kabare district,1984,0
3515,Kabare district,1985,0
3516,Kabare district,1986,0
3517,Kabare district,1987,0
3518,Kabare district,1988,0
3519,Kabare district,1989,0
3520,Kabare district,1990,0
3521,Kabare district,1991,0
3522,Kabare district,1992,0
3523,Kabare district,1993,0
3524,Kabare district,1994,0
3525,Kabare district,1995,0
3526,Kabare district,1996,0
3527,Kabare district,1997,0
3528,Kabare district,1998,0
3529,Kabare district,1999,0
3530,Kabare district,2000,0
3531,Kabare district,2001,0
3532,Kabare district,2002,0
3533,Kabare district,2003,0
3534,Kabare district,2004,0
3535,Kabare district,2005,0
3536,Kabare district,2006,0
3537,Kabare district,2007,0
3538,Kabare district,2008,0
3539,Kabare district,2009,0
3540,Kabare district,2010,0
3541,Kabare district,2011,0
3542,Kabare district,2012,0
3543,Kabare district,2013,0
3544,Kabare district,2014,0
3545,Kabare district,2015,0
3546,Kabare district,2016,0
3547,Kabare district,2017,0
3548,Kabare district,2018,0
3549,Kabare district,2019,0
3550,Enhlalakahle,1970,0
3551,Enhlalakahle,1971,0
3552,Enhlalakahle,1972,0
3553,Enhlalakahle,1973,0
3554,Enhlalakahle,1974,0
3555,Enhlalakahle,1975,0
3556,Enhlalakahle,1976,0
3557,Enhlalakahle,1977,0
3558,Enhlalakahle,1978,0
3559,Enhlalakahle,1979,0
3560,Enhlalakahle,1980,0
3561,Enhlalakahle,1981,0
3562,Enhlalakahle,1982,0
3563,Enhlalakahle,1983,0
3564,Enhlalakahle,1984,0
3565,Enhlalakahle,1985,0
3566,Enhlalakahle,1986,0
3567,Enhlalakahle,1987,0
3568,Enhlalakahle,1988,0
3569,Enhlalakahle,1989,0
3570,Enhlalakahle,1990,0
3571,Enhlalakahle,1991,0
3572,Enhlalakahle,1992,0
3573,Enhlalakahle,1993,0
3574,Enhlalakahle,1994,0
3575,Enhlalakahle,1995,0
3576,Enhlalakahle,1996,0
3577,Enhlalakahle,1997,0
3578,Enhlalakahle,1998,0
3579,Enhlalakahle,1999,0
3580,Enhlalakahle,2000,0
3581,Enhlalakahle,2001,0
3582,Enhlalakahle,2002,0
3583,Enhlalakahle,2003,0
3584,Enhlalakahle,2004,0
3585,Enhlalakahle,2005,0
3586,Enhlalakahle,2006,0
3587,Enhlalakahle,2007,0
3588,Enhlalakahle,2008,0
3589,Enhlalakahle,2009,0
3590,Enhlalakahle,2010,0
3591,Enhlalakahle,2011,0
3592,Enhlalakahle,2012,0
3593,Enhlalakahle,2013,0
3594,Enhlalakahle,2014,0
3595,Enhlalakahle,2015,0
3596,Enhlalakahle,2016,0
3597,Enhlalakahle,2017,0
3598,Enhlalakahle,2018,0
3599,Enhlalakahle,2019,0
3600,Qilla Abdullah district,1970,0
3601,Qilla Abdullah district,1971,0
3602,Qilla Abdullah district,1972,0
3603,Qilla Abdullah district,1973,0
3604,Qilla Abdullah district,1974,0
3605,Qilla Abdullah district,1975,0
3606,Qilla Abdullah district,1976,0
3607,Qilla Abdullah district,1977,0
3608,Qilla Abdullah district,1978,0
3609,Qilla Abdullah district,1979,0
3610,Qilla Abdullah district,1980,0
3611,Qilla Abdullah district,1981,0
3612,Qilla Abdullah district,1982,0
3613,Qilla Abdullah district,1983,0
3614,Qilla Abdullah district,1984,0
3615,Qilla Abdullah district,1985,0
3616,Qilla Abdullah district,1986,0
3617,Qilla Abdullah district,1987,0
3618,Qilla Abdullah district,1988,0
3619,Qilla Abdullah district,1989,0
3620,Qilla Abdullah district,1990,0
3621,Qilla Abdullah district,1991,0
3622,Qilla Abdullah district,1992,0
3623,Qilla Abdullah district,1993,0
3624,Qilla Abdullah district,1994,0
3625,Qilla Abdullah district,1995,0
3626,Qilla Abdullah district,1996,0
3627,Qilla Abdullah district,1997,0
3628,Qilla Abdullah district,1998,0
3629,Qilla Abdullah district,1999,0
3630,Qilla Abdullah district,2000,0
3631,Qilla Abdullah district,2001,0
3632,Qilla Abdullah district,2002,0
3633,Qilla Abdullah district,2003,0
3634,Qilla Abdullah district,2004,0
3635,Qilla Abdullah district,2005,0
3636,Qilla Abdullah district,2006,0
3637,Qilla Abdullah district,2007,0
3638,Qilla Abdullah district,2008,0
3639,Qilla Abdullah district,2009,0
3640,Qilla Abdullah district,2010,0
3641,Qilla Abdullah district,2011,0
3642,Qilla Abdullah district,2012,0
3643,Qilla Abdullah district,2013,0
3644,Qilla Abdullah district,2014,0
3645,Qilla Abdullah district,2015,0
3646,Qilla Abdullah district,2016,0
3647,Qilla Abdullah district,2017,0
3648,Qilla Abdullah district,2018,0
3649,Qilla Abdullah district,2019,0
3650,Jalezai,1970,0
3651,Jalezai,1971,0
3652,Jalezai,1972,0
3653,Jalezai,1973,0
3654,Jalezai,1974,0
3655,Jalezai,1975,0
3656,Jalezai,1976,0
3657,Jalezai,1977,0
3658,Jalezai,1978,0
3659,Jalezai,1979,0
3660,Jalezai,1980,0
3661,Jalezai,1981,0
3662,Jalezai,1982,0
3663,Jalezai,1983,0
3664,Jalezai,1984,0
3665,Jalezai,1985,0
3666,Jalezai,1986,0
3667,Jalezai,1987,0
3668,Jalezai,1988,0
3669,Jalezai,1989,0
3670,Jalezai,1990,0
3671,Jalezai,1991,0
3672,Jalezai,1992,0
3673,Jalezai,1993,0
3674,Jalezai,1994,0
3675,Jalezai,1995,0
3676,Jalezai,1996,0
3677,Jalezai,1997,0
3678,Jalezai,1998,0
3679,Jalezai,1999,0
3680,Jalezai,2000,0
3681,Jalezai,2001,0
3682,Jalezai,2002,0
3683,Jalezai,2003,0
3684,Jalezai,2004,0
3685,Jalezai,2005,0
3686,Jalezai,2006,0
3687,Jalezai,2007,0
3688,Jalezai,2008,0
3689,Jalezai,2009,0
3690,Jalezai,2010,0
3691,Jalezai,2011,0
3692,Jalezai,2012,0
3693,Jalezai,2013,0
3694,Jalezai,2014,0
3695,Jalezai,2015,0
3696,Jalezai,2016,0
3697,Jalezai,2017,0
3698,Jalezai,2018,0
3699,Jalezai,2019,0
3700,Ukiha,1970,0
3701,Ukiha,1971,0
3702,Ukiha,1972,0
3703,Ukiha,1973,0
3704,Ukiha,1974,0
3705,Ukiha,1975,0
3706,Ukiha,1976,0
3707,Ukiha,1977,0
3708,Ukiha,1978,0
3709,Ukiha,1979,0
3710,Ukiha,1980,0
3711,Ukiha,1981,0
3712,Ukiha,1982,0
3713,Ukiha,1983,0
3714,Ukiha,1984,0
3715,Ukiha,1985,0
3716,Ukiha,1986,0
3717,Ukiha,1987,0
3718,Ukiha,1988,0
3719,Ukiha,1989,0
3720,Ukiha,1990,0
3721,Ukiha,1991,0
3722,Ukiha,1992,0
3723,Ukiha,1993,0
3724,Ukiha,1994,0
3725,Ukiha,1995,0
3726,Ukiha,1996,0
3727,Ukiha,1997,0
3728,Ukiha,1998,0
3729,Ukiha,1999,0
3730,Ukiha,2000,0
3731,Ukiha,2001,0
3732,Ukiha,2002,0
3733,Ukiha,2003,0
3734,Ukiha,2004,0
3735,Ukiha,2005,0
3736,Ukiha,2006,0
3737,Ukiha,2007,0
3738,Ukiha,2008,0
3739,Ukiha,2009,0
3740,Ukiha,2010,0
3741,Ukiha,2011,0
3742,Ukiha,2012,0
3743,Ukiha,2013,0
3744,Ukiha,2014,0
3745,Ukiha,2015,0
3746,Ukiha,2016,0
3747,Ukiha,2017,0
3748,Ukiha,2018,0
3749,Ukiha,2019,0
3750,Oicha,1970,0
3751,Oicha,1971,0
3752,Oicha,1972,0
3753,Oicha,1973,0
3754,Oicha,1974,0
3755,Oicha,1975,0
3756,Oicha,1976,0
3757,Oicha,1977,0
3758,Oicha,1978,0
3759,Oicha,1979,0
3760,Oicha,1980,0
3761,Oicha,1981,0
3762,Oicha,1982,0
3763,Oicha,1983,0
3764,Oicha,1984,0
3765,Oicha,1985,0
3766,Oicha,1986,0
3767,Oicha,1987,0
3768,Oicha,1988,0
3769,Oicha,1989,0
3770,Oicha,1990,0
3771,Oicha,1991,0
3772,Oicha,1992,0
3773,Oicha,1993,0
3774,Oicha,1994,0
3775,Oicha,1995,0
3776,Oicha,1996,0
3777,Oicha,1997,0
3778,Oicha,1998,0
3779,Oicha,1999,0
3780,Oicha,2000,0
3781,Oicha,2001,0
3782,Oicha,2002,0
3783,Oicha,2003,0
3784,Oicha,2004,0
3785,Oicha,2005,0
3786,Oicha,2006,0
3787,Oicha,2007,0
3788,Oicha,2008,0
3789,Oicha,2009,0
3790,Oicha,2010,0
3791,Oicha,2011,0
3792,Oicha,2012,0
3793,Oicha,2013,0
3794,Oicha,2014,0
3795,Oicha,2015,0
3796,Oicha,2016,0
3797,Oicha,2017,0
3798,Oicha,2018,0
3799,Oicha,2019,0
3800,Hareib,1970,0
3801,Hareib,1971,0
3802,Hareib,1972,0
3803,Hareib,1973,0
3804,Hareib,1974,0
3805,Hareib,1975,0
3806,Hareib,1976,0
3807,Hareib,1977,0
3808,Hareib,1978,0
3809,Hareib,1979,0
3810,Hareib,1980,0
3811,Hareib,1981,0
3812,Hareib,1982,0
3813,Hareib,1983,0
3814,Hareib,1984,0
3815,Hareib,1985,0
3816,Hareib,1986,0
3817,Hareib,1987,0
3818,Hareib,1988,0
3819,Hareib,1989,0
3820,Hareib,1990,0
3821,Hareib,1991,0
3822,Hareib,1992,0
3823,Hareib,1993,0
3824,Hareib,1994,0
3825,Hareib,1995,0
3826,Hareib,1996,0
3827,Hareib,1997,0
3828,Hareib,1998,0
3829,Hareib,1999,0
3830,Hareib,2000,0
3831,Hareib,2001,0
3832,Hareib,2002,0
3833,Hareib,2003,0
3834,Hareib,2004,0
3835,Hareib,2005,0
3836,Hareib,2006,0
3837,Hareib,2007,0
3838,Hareib,2008,0
3839,Hareib,2009,0
3840,Hareib,2010,0
3841,Hareib,2011,0
3842,Hareib,2012,0
3843,Hareib,2013,0
3844,Hareib,2014,0
3845,Hareib,2015,0
3846,Hareib,2016,0
3847,Hareib,2017,0
3848,Hareib,2018,0
3849,Hareib,2019,0
3850,Sincelejo district,1970,0
3851,Sincelejo district,1971,0
3852,Sincelejo district,1972,0
3853,Sincelejo district,1973,0
3854,Sincelejo district,1974,0
3855,Sincelejo district,1975,0
3856,Sincelejo district,1976,0
3857,Sincelejo district,1977,0
3858,Sincelejo district,1978,0
3859,Sincelejo district,1979,0
3860,Sincelejo district,1980,0
3861,Sincelejo district,1981,0
3862,Sincelejo district,1982,0
3863,Sincelejo district,1983,0
3864,Sincelejo district,1984,0
3865,Sincelejo district,1985,0
3866,Sincelejo district,1986,0
3867,Sincelejo district,1987,0
3868,Sincelejo district,1988,0
3869,Sincelejo district,1989,0
3870,Sincelejo district,1990,0
3871,Sincelejo district,1991,0
3872,Sincelejo district,1992,0
3873,Sincelejo district,1993,0
3874,Sincelejo district,1994,0
3875,Sincelejo district,1995,0
3876,Sincelejo district,1996,0
3877,Sincelejo district,1997,0
3878,Sincelejo district,1998,0
3879,Sincelejo district,1999,0
3880,Sincelejo district,2000,0
3881,Sincelejo district,2001,0
3882,Sincelejo district,2002,0
3883,Sincelejo district,2003,0
3884,Sincelejo district,2004,0
3885,Sincelejo district,2005,0
3886,Sincelejo district,2006,0
3887,Sincelejo district,2007,0
3888,Sincelejo district,2008,0
3889,Sincelejo district,2009,0
3890,Sincelejo district,2010,0
3891,Sincelejo district,2011,0
3892,Sincelejo district,2012,0
3893,Sincelejo district,2013,0
3894,Sincelejo district,2014,0
3895,Sincelejo district,2015,0
3896,Sincelejo district,2016,0
3897,Sincelejo district,2017,0
3898,Sincelejo district,2018,0
3899,Sincelejo district,2019,0
3900,Shiktaak,1970,0
3901,Shiktaak,1971,0
3902,Shiktaak,1972,0
3903,Shiktaak,1973,0
3904,Shiktaak,1974,0
3905,Shiktaak,1975,0
3906,Shiktaak,1976,0
3907,Shiktaak,1977,0
3908,Shiktaak,1978,0
3909,Shiktaak,1979,0
3910,Shiktaak,1980,0
3911,Shiktaak,1981,0
3912,Shiktaak,1982,0
3913,Shiktaak,1983,0
3914,Shiktaak,1984,0
3915,Shiktaak,1985,0
3916,Shiktaak,1986,0
3917,Shiktaak,1987,0
3918,Shiktaak,1988,0
3919,Shiktaak,1989,0
3920,Shiktaak,1990,0
3921,Shiktaak,1991,0
3922,Shiktaak,1992,0
3923,Shiktaak,1993,0
3924,Shiktaak,1994,0
3925,Shiktaak,1995,0
3926,Shiktaak,1996,0
3927,Shiktaak,1997,0
3928,Shiktaak,1998,0
3929,Shiktaak,1999,0
3930,Shiktaak,2000,0
3931,Shiktaak,2001,0
3932,Shiktaak,2002,0
3933,Shiktaak,2003,0
3934,Shiktaak,2004,0
3935,Shiktaak,2005,0
3936,Shiktaak,2006,0
3937,Shiktaak,2007,0
3938,Shiktaak,2008,0
3939,Shiktaak,2009,0
3940,Shiktaak,2010,0
3941,Shiktaak,2011,0
3942,Shiktaak,2012,0
3943,Shiktaak,2013,0
3944,Shiktaak,2014,0
3945,Shiktaak,2015,0
3946,Shiktaak,2016,0
3947,Shiktaak,2017,0
3948,Shiktaak,2018,0
3949,Shiktaak,2019,0
3950,Islam Kala,1970,0
3951,Islam Kala,1971,0
3952,Islam Kala,1972,0
3953,Islam Kala,1973,0
3954,Islam Kala,1974,0
3955,Islam Kala,1975,0
3956,Islam Kala,1976,0
3957,Islam Kala,1977,0
3958,Islam Kala,1978,0
3959,Islam Kala,1979,0
3960,Islam Kala,1980,0
3961,Islam Kala,1981,0
3962,Islam Kala,1982,0
3963,Islam Kala,1983,0
3964,Islam Kala,1984,0
3965,Islam Kala,1985,0
3966,Islam Kala,1986,0
3967,Islam Kala,1987,0
3968,Islam Kala,1988,0
3969,Islam Kala,1989,0
3970,Islam Kala,1990,0
3971,Islam Kala,1991,0
3972,Islam Kala,1992,0
3973,Islam Kala,1993,0
3974,Islam Kala,1994,0
3975,Islam Kala,1995,0
3976,Islam Kala,1996,0
3977,Islam Kala,1997,0
3978,Islam Kala,1998,0
3979,Islam Kala,1999,0
3980,Islam Kala,2000,0
3981,Islam Kala,2001,0
3982,Islam Kala,2002,0
3983,Islam Kala,2003,0
3984,Islam Kala,2004,0
3985,Islam Kala,2005,0
3986,Islam Kala,2006,0
3987,Islam Kala,2007,0
3988,Islam Kala,2008,0
3989,Islam Kala,2009,0
3990,Islam Kala,2010,0
3991,Islam Kala,2011,0
3992,Islam Kala,2012,0
3993,Islam Kala,2013,0
3994,Islam Kala,2014,0
3995,Islam Kala,2015,0
3996,Islam Kala,2016,0
3997,Islam Kala,2017,0
3998,Islam Kala,2018,0
3999,Islam Kala,2019,0
4000,Pamgarh,1970,0
4001,Pamgarh,1971,0
4002,Pamgarh,1972,0
4003,Pamgarh,1973,0
4004,Pamgarh,1974,0
4005,Pamgarh,1975,0
4006,Pamgarh,1976,0
4007,Pamgarh,1977,0
4008,Pamgarh,1978,0
4009,Pamgarh,1979,0
4010,Pamgarh,1980,0
